"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud107",,,,"User:","gsd"
"Cmdline:","dstat --time --cpu --mem --net --disk --swap --output /mnt/nvme/tracing_data/sysdig/dstat.csv",,,,"Date:","01 Jun 2023 10:06:57 WEST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"swap",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","used","free"
01-06 10:12:31,18.593,81.156,0.251,0,0,448368640,8769163264,40853504,7000055808,0,0,0,0,43311104,984289280,
01-06 10:12:32,22.829,72.705,1.241,3.226,0,448614400,8742813696,40988672,7025143808,60,0,0,31203328,43311104,984289280,
01-06 10:12:33,20.398,79.104,0.498,0,0,449773568,8715259904,40988672,7050739712,60,0,0,0,43311104,984289280,
01-06 10:12:34,19.750,79,1,0.250,0,448352256,8683458560,40988672,7083360256,60,0,0,120238080,43311104,984289280,
01-06 10:12:35,19.750,80,0.250,0,0,449318912,8652312576,40988672,7112527872,0,0,0,0,43311104,984289280,
01-06 10:12:36,19.355,79.653,0.993,0,0,449794048,8624033792,40988672,7139532800,60,0,0,0,43311104,984289280,
01-06 10:12:37,18.069,77.475,1.238,3.218,0,450449408,8596406272,41123840,7165747200,149,0,0,31219712,43311104,984289280,
01-06 10:12:38,19,80.500,0.500,0,0,448872448,8567181312,41123840,7195627520,60,0,0,0,43311104,984289280,
01-06 10:12:39,18.500,80.750,0.750,0,0,449687552,8536895488,41123840,7224475648,0,0,0,1675264,43311104,984289280,
01-06 10:12:40,18.640,80.353,1.008,0,0,449544192,8508301312,41123840,7252217856,60,0,0,0,43311104,984289280,
01-06 10:12:41,17.500,82,0.500,0,0,449470464,8477757440,41123840,7282032640,0,0,0,52981760,43311104,984289280,
01-06 10:12:42,19.403,74.378,0.995,5.224,0,449499136,8451190784,41259008,7308058624,120,0,0,120754176,43311104,984289280,
01-06 10:12:43,19.298,79.950,0.752,0,0,449425408,8420360192,41275392,7337828352,0,0,16384,397852672,43311104,984289280,
01-06 10:12:44,23.174,76.574,0.252,0,0,450080768,8390504448,41275392,7366221824,60,0,0,0,43311104,984289280,
01-06 10:12:45,19.202,80.299,0.499,0,0,449384448,8363028480,41275392,7393579008,0,0,0,0,43311104,984289280,
01-06 10:12:46,19,80.250,0.750,0,0,449253376,8333144064,41275392,7422795776,60,0,0,0,43311104,984289280,
01-06 10:12:47,18.750,76,2,3.250,0,449945600,8306065408,41410560,7448322048,60,0,0,31199232,43311104,984289280,
01-06 10:12:48,19.950,77.556,1.496,0.998,0,449101824,8280735744,41414656,7474094080,60,0,4096,501420032,43311104,984289280,
01-06 10:12:49,19.403,79.602,0.746,0.249,0,449003520,8248123392,41414656,7505825792,0,0,0,80986112,43311104,984289280,
01-06 10:12:50,19.598,79.648,0.754,0,0,449835008,8217534464,41414656,7534792704,60,0,0,0,43311104,984289280,
01-06 10:12:51,19.298,79.950,0.752,0,0,448757760,8187535360,41414656,7564845056,0,0,0,0,43311104,984289280,
01-06 10:12:52,18.500,76.500,1.750,3.250,0,449245184,8161738752,41549824,7589298176,60,0,0,31203328,43311104,984289280,
01-06 10:12:53,19.701,79.551,0.748,0,0,449957888,8132513792,41549824,7616942080,0,0,0,0,43311104,984289280,
01-06 10:12:54,20.698,78.055,0.748,0.499,0,450064384,8103772160,41549824,7644979200,60,0,0,112582656,43311104,984289280,
01-06 10:12:55,19,80.500,0.500,0,0,449708032,8073199616,41549824,7675097088,0,0,0,0,43311104,984289280,
01-06 10:12:56,16.541,82.957,0.501,0,0,448663552,8042942464,41549824,7705395200,60,0,0,0,43311104,984289280,
01-06 10:12:57,19.900,77.114,0.746,2.239,0,449249280,8015032320,41684992,7731982336,0,0,0,31195136,43311104,984289280,
01-06 10:12:58,19.298,80.201,0.501,0,0,449142784,7982510080,41684992,7763664896,60,0,0,0,43311104,984289280,
01-06 10:12:59,20.050,78.947,1.003,0,0,449073152,7955836928,41684992,7789608960,0,0,0,950272,43311104,984289280,
01-06 10:13:00,18.905,80.100,0.995,0,0,449839104,7926640640,41684992,7817441280,60,0,0,0,43311104,984289280,
01-06 10:13:01,20.603,78.894,0.503,0,0,449744896,7895351296,41684992,7847792640,0,0,0,0,43311104,984289280,
01-06 10:13:02,18.844,76.633,1.256,3.266,0,449388544,7868973056,41820160,7873798144,60,0,0,89743360,43311104,984289280,
01-06 10:13:03,20.854,78.643,0.503,0,0,450027520,7840944128,41832448,7900499968,0,0,12288,476868608,43311104,984289280,
01-06 10:13:04,18.204,81.047,0.748,0,0,449605632,7809974272,41832448,7931056128,60,0,0,0,43311104,984289280,
01-06 10:13:05,18.797,80.702,0.501,0,0,450367488,7781724160,41832448,7957569536,0,0,0,0,43311104,984289280,
01-06 10:13:06,19,80.500,0.500,0,0,449191936,7750291456,41832448,7989354496,60,0,0,0,43311104,984289280,
01-06 10:13:07,18.892,76.574,0.756,3.778,0,449191936,7727161344,41967616,8011751424,149,0,0,31215616,43311104,984289280,
01-06 10:13:08,19.048,79.699,0.752,0.501,0,449654784,7696011264,41967616,8041738240,60,0,0,168329216,43311104,984289280,
01-06 10:13:09,19.500,79.250,1,0.250,0,448962560,7667412992,41971712,8070041600,0,0,4096,202903552,43311104,984289280,
01-06 10:13:10,18.892,80.605,0.504,0,0,449077248,7638073344,41971712,8098447360,60,0,0,0,43311104,984289280,
01-06 10:13:11,20.647,78.109,1.244,0,0,450396160,7607414784,41971712,8126980096,60,0,0,0,43311104,984289280,
01-06 10:13:12,18.750,78,1,2.250,0,450105344,7581507584,42106880,8152444928,60,0,0,31215616,43311104,984289280,
01-06 10:13:13,18.500,81,0.500,0,0,449454080,7549071360,42106880,8184594432,0,0,0,0,43311104,984289280,
01-06 10:13:14,20.500,78.250,1,0.250,0,450646016,7520518144,42106880,8211132416,60,0,0,158552064,43311104,984289280,
01-06 10:13:15,18.342,81.156,0.503,0,0,449921024,7490715648,42106880,8240885760,0,0,0,0,43311104,984289280,
01-06 10:13:16,19.202,80.299,0.499,0,0,449552384,7459885056,42106880,8271245312,60,0,0,0,43311104,984289280,
01-06 10:13:17,19.298,75.940,1.754,3.008,0,449564672,7430823936,42242048,8299556864,0,0,0,31191040,43311104,984289280,
01-06 10:13:18,19.701,79.551,0.748,0,0,450531328,7400910848,42242048,8327532544,60,0,0,0,43311104,984289280,
01-06 10:13:19,18.250,81.250,0.500,0,0,449675264,7371198464,42242048,8357470208,0,0,0,856064,43311104,984289280,
01-06 10:13:20,18.844,80.653,0.503,0,0,449323008,7342489600,42242048,8385728512,60,0,0,0,43311104,984289280,
01-06 10:13:21,19.750,79.500,0.750,0,0,449421312,7313408000,42242048,8413908992,0,0,0,0,43311104,984289280,
01-06 10:13:22,19.202,76.559,2.244,1.995,0,449802240,7286177792,42377216,8440049664,60,0,0,101445632,43311104,984289280,
01-06 10:13:23,19.202,80.299,0.499,0,0,449560576,7255359488,42377216,8469958656,0,0,0,0,43311104,984289280,
01-06 10:13:24,20.802,78.446,0.501,0.251,0,450502656,7229095936,42389504,8494460928,60,0,12288,449257472,43311104,984289280,
01-06 10:13:25,19.250,80.250,0.500,0,0,449478656,7199412224,42389504,8524361728,0,0,0,0,43311104,984289280,
01-06 10:13:26,18.953,80.549,0.499,0,0,449482752,7168180224,42389504,8554786816,60,0,0,0,43311104,984289280,
01-06 10:13:27,18.182,77.273,1.010,3.535,0,449679360,7141748736,42524672,8580300800,0,0,0,31223808,43311104,984289280,
01-06 10:13:28,19.250,80.250,0.500,0,0,449339392,7112486912,42524672,8609181696,60,0,0,0,43311104,984289280,
01-06 10:13:29,20.551,78.947,0.251,0.251,0,448864256,7083536384,42532864,8637796352,0,0,8192,347107328,43311104,984289280,
01-06 10:13:30,19.500,80,0.500,0,0,448733184,7051071488,42532864,8669409280,60,0,0,24113152,43311104,984289280,
01-06 10:13:31,19.950,79.302,0.748,0,0,449368064,7021789184,42532864,8697257984,0,0,0,0,43311104,984289280,
01-06 10:13:32,18.204,77.805,1.496,2.494,0,449282048,6992117760,42668032,8726257664,60,0,0,31211520,43311104,984289280,
01-06 10:13:33,19.799,79.699,0.501,0,0,449224704,6963236864,42668032,8754282496,0,0,0,0,43311104,984289280,
01-06 10:13:34,18.953,79.800,1.247,0,0,449044480,6938112000,42668032,8778960896,60,0,0,111788032,43311104,984289280,
01-06 10:13:35,18.342,81.156,0.503,0,0,449126400,6908719104,42668032,8807464960,60,0,0,39673856,43311104,984289280,
01-06 10:13:36,19.202,80.050,0.748,0,0,448794624,6878289920,42668032,8837423104,60,0,0,0,43311104,984289280,
01-06 10:13:37,17.122,77.916,1.489,3.474,0,449130496,6849720320,42803200,8864722944,149,0,0,31186944,43311104,984289280,
01-06 10:13:38,18.090,81.156,0.754,0,0,449486848,6821756928,42803200,8891428864,60,0,0,0,43311104,984289280,
01-06 10:13:39,20.802,78.195,1.003,0,0,448610304,6792445952,42803200,8920989696,0,0,0,0,43311104,984289280,
01-06 10:13:40,18.045,80.952,0.752,0.251,0,449519616,6762373120,42803200,8949370880,60,0,0,85676032,43311104,984289280,
01-06 10:13:41,18.593,80.653,0.754,0,0,448462848,6734553088,42803200,8977223680,0,0,0,0,43311104,984289280,
01-06 10:13:42,17.706,77.307,1.746,3.242,0,449798144,6705426432,42938368,9004478464,1980,0,0,31178752,43311104,984289280,
01-06 10:13:43,18.750,80.750,0.500,0,0,449916928,6674096128,42938368,9034686464,60,0,0,63815680,43311104,984289280,
01-06 10:13:44,21.805,77.193,0.501,0.501,0,448765952,6645477376,42938368,9063862272,60,0,0,90292224,43311104,984289280,
01-06 10:13:45,19.549,79.699,0.752,0,0,449511424,6617116672,42954752,9090719744,0,0,16384,394297344,43311104,984289280,
01-06 10:13:46,21,78.500,0.500,0,0,448876544,6586687488,42954752,9120550912,60,0,0,0,43311104,984289280,
01-06 10:13:47,18.204,77.556,0.998,3.242,0,449916928,6556372992,43089920,9149087744,0,0,0,31244288,43311104,984289280,
01-06 10:13:48,17.750,82,0.250,0,0,449884160,6525915136,43089920,9178603520,60,0,0,0,43311104,984289280,
01-06 10:13:49,20.750,78.750,0.500,0,0,449290240,6495916032,43089920,9208553472,0,0,0,55824384,43311104,984289280,
01-06 10:13:50,17.250,80.750,0.750,1.250,0,449339392,6470328320,43094016,9233330176,60,0,4096,348254208,43311104,984289280,
01-06 10:13:51,17.839,81.156,1.005,0,0,449286144,6440845312,43094016,9261899776,0,0,0,0,43311104,984289280,
01-06 10:13:52,18.454,77.805,0.998,2.743,0,450560000,6412537856,43229184,9288163328,60,0,0,31272960,43311104,984289280,
01-06 10:13:53,20.603,78.141,1.256,0,0,449028096,6382452736,43229184,9319227392,0,0,0,0,43311104,984289280,
01-06 10:13:54,19,80.500,0.500,0,0,450052096,6351994880,43229184,9347481600,60,0,0,0,43311104,984289280,
01-06 10:13:55,19.799,78.947,0.752,0.501,0,449224704,6324645888,43229184,9375055872,0,0,0,192053248,43311104,984289280,
01-06 10:13:56,20.301,78.947,0.752,0,0,449544192,6292164608,43229184,9406427136,60,0,0,0,43311104,984289280,
01-06 10:13:57,18.640,77.078,1.259,3.023,0,449859584,6263836672,43364352,9433583616,0,0,0,31207424,43311104,984289280,
01-06 10:13:58,19.549,79.950,0.501,0,0,450109440,6235041792,43364352,9461092352,60,0,0,0,43311104,984289280,
01-06 10:13:59,18,81,1,0,0,449896448,6208954368,43364352,9486585856,0,0,0,0,43311104,984289280,
01-06 10:14:00,20.352,78.894,0.754,0,0,449847296,6180204544,43364352,9514586112,60,0,0,51552256,43311104,984289280,
01-06 10:14:01,18.750,80.500,0.750,0,0,448548864,6151294976,43364352,9543999488,0,0,0,14954496,43311104,984289280,
01-06 10:14:02,16.750,79,1.250,3,0,449667072,6122291200,43499520,9571323904,60,0,0,31191040,43311104,984289280,
01-06 10:14:03,19.598,79.648,0.754,0,0,449585152,6091747328,43499520,9600819200,0,0,0,0,43311104,984289280,
01-06 10:14:04,19.799,79.699,0.501,0,0,448946176,6062092288,43499520,9630515200,60,0,0,54730752,43311104,984289280,
01-06 10:14:05,18.090,81.156,0.754,0,0,449064960,6031863808,43499520,9659625472,0,0,0,53469184,43311104,984289280,
01-06 10:14:06,17,81.750,1,0.250,0,449449984,6005506048,43511808,9684803584,60,0,12288,394293248,43311104,984289280,
01-06 10:14:07,17.929,78.030,1.515,2.525,0,450256896,5977190400,43646976,9711714304,149,0,0,31244288,43311104,984289280,
01-06 10:14:08,19.701,79.302,0.998,0,0,448544768,5946933248,43646976,9742594048,60,0,0,0,43311104,984289280,
01-06 10:14:09,19.347,80.402,0.251,0,0,449794048,5916418048,43646976,9771061248,0,0,0,0,43311104,984289280,
01-06 10:14:10,18.296,79.198,1.253,1.253,0,449282048,5887193088,43646976,9800196096,60,0,0,216788992,43311104,984289280,
01-06 10:14:11,19.799,79.699,0.501,0,0,449130496,5857325056,43651072,9829388288,0,0,4096,227139584,43311104,984289280,
01-06 10:14:12,19.701,76.060,1.247,2.993,0,449822720,5831667712,43786240,9853464576,60,0,0,31236096,43311104,984289280,
01-06 10:14:13,18.408,80.846,0.746,0,0,449126400,5803085824,43786240,9881755648,0,0,0,0,43311104,984289280,
01-06 10:14:14,17.544,81.955,0.501,0,0,449527808,5772111872,43786240,9911529472,60,0,0,0,43311104,984289280,
01-06 10:14:15,20.500,78.750,0.750,0,0,449859584,5741195264,43786240,9941491712,0,0,0,0,43311104,984289280,
01-06 10:14:16,21.053,77.694,0.752,0.501,0,449159168,5714173952,43786240,9968406528,60,0,0,174739456,43311104,984289280,
01-06 10:14:17,17.043,78.697,1.253,3.008,0,450105344,5686124544,43921408,9994498048,0,0,0,31379456,43311104,984289280,
01-06 10:14:18,19.598,79.899,0.503,0,0,448454656,5658447872,43921408,10023198720,60,0,0,0,43311104,984289280,
01-06 10:14:19,18.342,81.156,0.503,0,0,449556480,5627703296,43921408,10052038656,60,0,0,0,43311104,984289280,
01-06 10:14:20,20.907,78.841,0.252,0,0,449048576,5596585984,43921408,10082656256,60,0,0,0,43311104,984289280,
01-06 10:14:21,20.250,79,0.750,0,0,449961984,5565554688,43921408,10112176128,0,0,0,51277824,43311104,984289280,
01-06 10:14:22,18.317,77.970,1.238,2.475,0,449490944,5538742272,44056576,10138513408,60,0,0,34861056,43311104,984289280,
01-06 10:14:23,19.395,80.353,0.252,0,0,450121728,5510234112,44056576,10165473280,0,0,0,0,43311104,984289280,
01-06 10:14:24,19.451,79.800,0.748,0,0,449699840,5478858752,44056576,10196443136,60,0,0,2686976,43311104,984289280,
01-06 10:14:25,18.500,75.250,1.250,5,0,449507328,5454053376,44068864,10220875776,0,0,12288,625549312,43311104,984289280,
01-06 10:14:26,17.839,78.894,0.754,2.513,0,450125824,5426454528,44068864,10247118848,60,0,0,177225728,43311104,984289280,
01-06 10:14:27,19,75.500,1.750,3.750,0,448966656,5398609920,44204032,10275217408,0,0,0,31510528,43311104,984289280,
01-06 10:14:28,18.250,81,0.750,0,0,449994752,5369544704,44204032,10302476288,120,0,0,0,43311104,984289280,
01-06 10:14:29,19.950,79.052,0.998,0,0,448409600,5337853952,44204032,10334744576,0,0,0,0,43311104,984289280,
01-06 10:14:30,22.195,76.808,0.998,0,0,450301952,5307740160,44208128,10362363904,60,0,4096,145477632,43311104,984289280,
01-06 10:14:31,20.200,78.304,0.998,0.499,0,449585152,5278281728,44208128,10391941120,0,0,0,158048256,43311104,984289280,
01-06 10:14:32,18.905,75.373,1.990,3.731,0,450404352,5251395584,44343296,10416775168,60,0,0,132022272,43311104,984289280,
01-06 10:14:33,20.151,79.093,0.756,0,0,449105920,5221900288,44343296,10446909440,0,0,0,0,43311104,984289280,
01-06 10:14:34,19.799,79.699,0.501,0,0,450039808,5190983680,44343296,10476089344,60,0,0,0,43311104,984289280,
01-06 10:14:35,18.750,80.500,0.750,0,0,449564672,5162389504,44343296,10504175616,0,0,0,0,43311104,984289280,
01-06 10:14:36,19.701,80.050,0.249,0,0,449048576,5132648448,44343296,10533609472,60,0,0,0,43311104,984289280,
01-06 10:14:37,17.839,77.387,1.508,3.266,0,448954368,5106614272,44478464,10559205376,149,0,0,103481344,43311104,984289280,
01-06 10:14:38,18.500,80.750,0.750,0,0,449155072,5075812352,44478464,10588618752,150,90,0,0,43311104,984289280,
01-06 10:14:39,19.799,79.699,0.501,0,0,450531328,5046272000,44478464,10616180736,60,0,0,0,43311104,984289280,
01-06 10:14:40,18.454,80.798,0.748,0,0,448700416,5018394624,44478464,10644885504,60,0,0,0,43311104,984289280,
01-06 10:14:41,19.250,80.250,0.500,0,0,449323008,4987019264,44478464,10674814976,0,0,0,0,43311104,984289280,
01-06 10:14:42,18.546,76.692,1.754,3.008,0,450195456,4956008448,44613632,10704199680,60,0,0,31809536,43311104,984289280,
01-06 10:14:43,19.500,80,0.500,0,0,449839104,4927930368,44613632,10731851776,60,42,0,0,43311104,984289280,
01-06 10:14:44,18.546,80.201,0.752,0.501,0,449351680,4898955264,44613632,10760290304,60,0,0,89468928,43311104,984289280,
01-06 10:14:45,21.891,77.363,0.746,0,0,449585152,4870586368,44617728,10787803136,0,0,4096,140058624,43311104,984289280,
01-06 10:14:46,19.500,79.750,0.750,0,0,448622592,4842336256,44625920,10816049152,60,180,8192,288694272,43311104,984289280,
01-06 10:14:47,20.551,75.940,1.003,2.506,0,450170880,4812353536,44761088,10843942912,0,0,0,31211520,43311104,984289280,
01-06 10:14:48,19.549,79.699,0.752,0,0,450510848,4781150208,44761088,10873856000,60,0,0,0,43311104,984289280,
01-06 10:14:49,19.250,80.500,0.250,0,0,449200128,4754046976,44761088,10901245952,0,0,0,0,43311104,984289280,
01-06 10:14:50,20.802,78.195,1.003,0,0,449482752,4722499584,44761088,10931707904,60,0,0,0,43311104,984289280,
01-06 10:14:51,21.446,76.559,0.499,1.496,0,449585152,4694769664,44769280,10958770176,0,0,8192,552456192,43311104,984289280,
01-06 10:14:52,20.403,74.559,1.008,4.030,0,449769472,4667400192,44904448,10985046016,60,0,0,103096320,43311104,984289280,
01-06 10:14:53,19,80,1,0,0,450064384,4638892032,44904448,11012304896,0,0,0,0,43311104,984289280,
01-06 10:14:54,20.802,78.446,0.752,0,0,449642496,4609953792,44904448,11040841728,60,0,0,0,43311104,984289280,
01-06 10:14:55,18.250,81.250,0.500,0,0,449966080,4578590720,44904448,11071283200,0,0,0,0,43311104,984289280,
01-06 10:14:56,18.687,80.303,1.010,0,0,448802816,4547731456,44904448,11102277632,60,0,0,0,43311104,984289280,
01-06 10:14:57,19.750,74,2,4.250,0,449900544,4522143744,45039616,11126067200,60,0,0,78266368,43311104,984289280,
01-06 10:14:58,20.802,78.697,0.501,0,0,449601536,4492918784,45039616,11154649088,60,0,0,0,43311104,984289280,
01-06 10:14:59,19.598,79.397,1.005,0,0,449376256,4461830144,45039616,11185164288,0,0,0,0,43311104,984289280,
01-06 10:15:00,20,79.500,0.500,0,0,450584576,4432232448,45039616,11212722176,60,0,0,0,43311104,984289280,
01-06 10:15:01,19.849,79.397,0.754,0,0,450260992,4402348032,45039616,11242131456,0,0,0,0,43311104,984289280,
01-06 10:15:02,18.045,77.694,1.253,3.008,0,450211840,4374179840,45174784,11269607424,60,0,0,59080704,43311104,984289280,
01-06 10:15:03,18.296,81.454,0.251,0,0,450809856,4342861824,45174784,11299561472,0,0,0,0,43311104,984289280,
01-06 10:15:04,18.296,80.702,1.003,0,0,448876544,4315701248,45174784,11327877120,60,0,0,0,43311104,984289280,
01-06 10:15:05,18.750,80.250,0.750,0.250,0,449642496,4286836736,45174784,11355156480,0,0,0,86720512,43311104,984289280,
01-06 10:15:06,18.797,80.451,0.501,0.251,0,449978368,4259176448,45191168,11381653504,60,0,16384,443043840,43311104,984289280,
01-06 10:15:07,19.298,75.188,1.754,3.759,0,449974272,4232855552,45326336,11407056896,149,0,0,31223808,43311104,984289280,
01-06 10:15:08,20.948,78.055,0.998,0,0,449544192,4202168320,45326336,11437277184,60,0,0,0,43311104,984289280,
01-06 10:15:09,20.449,78.803,0.748,0,0,449593344,4171452416,45326336,11467141120,0,0,0,0,43311104,984289280,
01-06 10:15:10,19.500,80.500,0,0,0,449499136,4142944256,45326336,11494940672,60,0,0,0,43311104,984289280,
01-06 10:15:11,20.050,79.198,0.752,0,0,448507904,4112900096,45326336,11525378048,0,0,0,74129408,43311104,984289280,
01-06 10:15:12,15.633,68.734,1.489,14.144,0,449875968,4090007552,45465600,11545993216,60,0,4096,545001472,43311104,984289280,
01-06 10:15:13,20.449,78.803,0.748,0,0,448794624,4060794880,45465600,11575427072,0,0,0,0,43311104,984289280,
01-06 10:15:14,19.549,80.201,0.251,0,0,448962560,4031528960,45465600,11603881984,60,0,0,0,43311104,984289280,
01-06 10:15:15,18.136,80.856,1.008,0,0,449294336,4000641024,45465600,11633627136,0,0,0,0,43311104,984289280,
01-06 10:15:16,19.701,79.800,0.499,0,0,449372160,3972448256,45465600,11660738560,60,0,0,0,43311104,984289280,
01-06 10:15:17,17.293,79.699,0.752,2.256,0,449818624,3945021440,45600768,11686977536,0,0,0,31191040,43311104,984289280,
01-06 10:15:18,20.200,78.554,0.748,0.499,0,450187264,3916926976,45600768,11713974272,60,0,0,58589184,43311104,984289280,
01-06 10:15:19,19.701,79.551,0.748,0,0,449191936,3885494272,45600768,11745398784,0,0,0,0,43311104,984289280,
01-06 10:15:20,18.045,81.203,0.752,0,0,448593920,3856269312,45600768,11774418944,60,0,0,0,43311104,984289280,
01-06 10:15:21,17.085,82.412,0.503,0,0,449286144,3824349184,45600768,11804823552,0,0,0,0,43311104,984289280,
01-06 10:15:22,18.844,76.382,1.005,3.769,0,449384448,3799248896,45735936,11829288960,60,0,0,31178752,43311104,984289280,
01-06 10:15:23,19.403,79.353,0.995,0.249,0,449646592,3769270272,45735936,11858083840,0,0,0,49119232,43311104,984289280,
01-06 10:15:24,15.500,83.750,0.750,0,0,449482752,3740045312,45735936,11886489600,60,0,0,0,43311104,984289280,
01-06 10:15:25,19,80,0.750,0.250,0,449871872,3710160896,45735936,11915390976,0,0,0,52248576,43311104,984289280,
01-06 10:15:26,17.293,81.955,0.752,0,0,449863680,3682844672,45735936,11941711872,60,0,0,0,43311104,984289280,
01-06 10:15:27,18.250,76.750,1.250,3.750,0,450117632,3653152768,45883392,11970584576,0,0,12288,474566656,43311104,984289280,
01-06 10:15:28,19.250,79.500,1.250,0,0,449265664,3622436864,45883392,12000997376,60,0,0,0,43311104,984289280,
01-06 10:15:29,19.950,79.551,0.499,0,0,450170880,3591548928,45883392,12030177280,0,0,0,0,43311104,984289280,
01-06 10:15:30,20.101,79.146,0.754,0,0,448143360,3564589056,45883392,12058345472,60,0,0,0,43311104,984289280,
01-06 10:15:31,19.647,79.345,1.008,0,0,449572864,3533729792,45883392,12087173120,0,0,0,0,43311104,984289280,
01-06 10:15:32,18.159,73.632,1.493,6.716,0,449622016,3509264384,46026752,12110794752,60,0,8192,432246784,43311104,984289280,
01-06 10:15:33,18.342,80.653,0.503,0.503,0,450220032,3480084480,46026752,12138557440,0,0,0,204197888,43311104,984289280,
