"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud107",,,,"User:","gsd"
"Cmdline:","dstat --time --cpu --mem --net --disk --swap --output /mnt/nvme/tracing_data/sysdig/dstat.csv",,,,"Date:","31 May 2023 15:02:49 WEST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"swap",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","used","free"
31-05 15:10:01,29.146,69.849,1.005,0,0,1710804992,13252849664,43110400,1405050880,53214,3778488,0,0,43384832,984215552,
31-05 15:10:02,28.070,71.178,0.752,0,0,1710858240,13254189056,43110400,1403658240,55776,4436144,0,0,43384832,984215552,
31-05 15:10:03,32.832,66.165,1.003,0,0,1710432256,13252448256,43110400,1405825024,48278,4113641,0,0,43384832,984215552,
31-05 15:10:04,34.085,65.414,0.501,0,0,1711222784,13251932160,43110400,1405550592,49460,3614321,0,0,43384832,984215552,
31-05 15:10:05,41.206,57.035,0.754,1.005,0,1712197632,13252800512,43237376,1403580416,55760,3614813,0,31129600,43384832,984215552,
31-05 15:10:06,30.151,69.347,0.503,0,0,1711521792,13253316608,43237376,1403723776,57610,4585496,0,0,43384832,984215552,
31-05 15:10:07,25.879,73.367,0.754,0,0,1711288320,13251375104,43237376,1405898752,44485,3940074,0,0,43384832,984215552,
31-05 15:10:08,22.556,76.692,0.752,0,0,1711697920,13248815104,43237376,1408049152,45738,2957362,0,0,43384832,984215552,
31-05 15:10:09,27.750,71.250,1,0,0,1711321088,13249388544,43237376,1407852544,56144,4271872,0,1691648,43384832,984215552,
31-05 15:10:10,24.250,71,2,2.750,0,1712717824,13247844352,43368448,1407868928,42532,3122539,4096,31141888,43384832,984215552,
31-05 15:10:11,28.070,71.930,0,0,0,1710718976,13249236992,43368448,1408458752,50962,3777803,0,0,43384832,984215552,
31-05 15:10:12,23.058,76.190,0.752,0,0,1711091712,13249994752,43368448,1407328256,49007,3285768,0,0,43384832,984215552,
31-05 15:10:13,26.817,72.932,0.251,0,0,1711779840,13248167936,43368448,1408466944,53339,3620456,0,0,43384832,984215552,
31-05 15:10:14,28,70.750,1.250,0,0,1710600192,13247324160,43368448,1410490368,51135,3778613,0,69632,43384832,984215552,
31-05 15:10:15,27.638,69.095,1.005,2.261,0,1711226880,13241966592,43503616,1415086080,46735,3778822,0,31158272,43384832,984215552,
31-05 15:10:16,22.475,76.768,0.758,0,0,1711624192,13244141568,43503616,1412501504,36597,2792906,0,0,43384832,984215552,
31-05 15:10:17,27.500,71.750,0.750,0,0,1712033792,13249486848,43503616,1406746624,52007,3942875,0,0,43384832,984215552,
31-05 15:10:18,24.121,75.377,0.503,0,0,1711423488,13249011712,43503616,1407832064,47442,3121581,0,0,43384832,984215552,
31-05 15:10:19,22.055,77.694,0.251,0,0,1710927872,13252136960,43503616,1405202432,34415,2464698,0,0,43384832,984215552,
31-05 15:10:20,22.055,74.436,1.504,2.005,0,1710456832,13243301888,43630592,1414381568,40012,2956979,0,31141888,43384832,984215552,
31-05 15:10:21,23.426,76.322,0.252,0,0,1711710208,13237338112,43630592,1419071488,37994,2464217,0,0,43384832,984215552,
31-05 15:10:22,24.623,74.623,0.754,0,0,1712738304,13240381440,43630592,1414922240,48890,3613295,0,0,43384832,984215552,
31-05 15:10:23,29.500,69.750,0.750,0,0,1713209344,13246160896,43630592,1408671744,55369,4113108,0,0,43384832,984215552,
31-05 15:10:24,28.643,70.854,0.503,0,0,1711763456,13249482752,43630592,1406795776,49356,3768461,0,0,43384832,984215552,
31-05 15:10:25,28.894,67.839,1.759,1.508,0,1712570368,13248503808,43757568,1406840832,52698,4103504,0,31113216,43384832,984215552,
31-05 15:10:26,28.571,70.677,0.752,0,0,1712156672,13248851968,43757568,1406894080,55708,3949859,0,0,43384832,984215552,
31-05 15:10:27,28.571,70.677,0.752,0,0,1711378432,13250576384,43757568,1405947904,52080,3942707,0,0,43384832,984215552,
31-05 15:10:28,31.078,68.672,0.251,0,0,1712132096,13250613248,43757568,1405157376,53018,3778408,0,0,43384832,984215552,
31-05 15:10:29,32.494,66.751,0.756,0,0,1712590848,13252259840,43757568,1403052032,63117,4764130,0,0,43384832,984215552,
31-05 15:10:30,27.820,68.421,1.253,2.506,0,1710751744,13250371584,43884544,1406652416,66219,4600426,0,31133696,43384832,984215552,
31-05 15:10:31,30.326,69.173,0.501,0,0,1711636480,13250498560,43884544,1405640704,65204,5248180,0,0,43384832,984215552,
31-05 15:10:32,29.899,69.095,1.005,0,0,1712193536,13248921600,43884544,1406660608,65225,4749637,0,0,43384832,984215552,
31-05 15:10:33,29.397,69.849,0.754,0,0,1712304128,13252079616,43884544,1403392000,62619,4932962,0,0,43384832,984215552,
31-05 15:10:34,24.750,74.750,0.500,0,0,1710706688,13251104768,43884544,1405964288,49795,3450309,0,0,43384832,984215552,
31-05 15:10:35,30.151,65.829,1.508,2.513,0,1712766976,13251571712,44011520,1403310080,64331,4928854,0,31125504,43384832,984215552,
31-05 15:10:36,26.131,73.367,0.503,0,0,1711185920,13251477504,44011520,1404985344,50556,3450354,0,0,43384832,984215552,
31-05 15:10:37,31.830,67.669,0.501,0,0,1711980544,13249486848,44011520,1406181376,69335,5093355,0,0,43384832,984215552,
31-05 15:10:38,28.392,71.106,0.503,0,0,1713299456,13249671168,44011520,1404678144,59709,4599851,0,0,43384832,984215552,
31-05 15:10:39,26.566,72.682,0.752,0,0,1710886912,13250711552,44011520,1406050304,55025,3778927,0,0,43384832,984215552,
31-05 15:10:40,26.185,69.825,1.746,2.244,0,1713090560,13246705664,44163072,1407700992,57929,3615919,24576,83767296,43384832,984215552,
31-05 15:10:41,31.313,67.677,1.010,0,0,1712340992,13249032192,44163072,1406124032,64928,5265852,0,0,43384832,984215552,
31-05 15:10:42,29.073,70.426,0.501,0,0,1712214016,13248507904,44163072,1406775296,53210,3778502,0,0,43384832,984215552,
31-05 15:10:43,29.750,69.500,0.750,0,0,1713745920,13247963136,44163072,1405788160,68249,4605613,0,0,43384832,984215552,
31-05 15:10:44,30.653,68.844,0.503,0,0,1712623616,13249982464,44163072,1404891136,60635,5092671,0,0,43384832,984215552,
31-05 15:10:45,31.421,65.337,1.247,1.995,0,1712816128,13251268608,44290048,1403285504,62273,4601024,0,35393536,43384832,984215552,
31-05 15:10:46,30.250,69.250,0.500,0,0,1712193536,13248159744,44290048,1407016960,56817,3778553,0,12288,43384832,984215552,
31-05 15:10:47,42.356,57.393,0.251,0,0,1712865280,13249077248,44290048,1405427712,56826,4271607,0,0,43384832,984215552,
31-05 15:10:48,28.392,70.854,0.754,0,0,1712717824,13251993600,44290048,1402658816,45371,3785548,0,0,43384832,984215552,
31-05 15:10:49,27,72.500,0.500,0,0,1712640000,13246709760,44298240,1408012288,49177,3286357,4096,12288,43384832,984215552,
31-05 15:10:50,26.972,68.448,2.290,2.290,0,1713635328,13247696896,44425216,1405902848,52937,4271282,0,31166464,43384832,984215552,
31-05 15:10:51,26.700,72.292,1.008,0,0,1712136192,13248266240,44425216,1406832640,52356,3450236,0,0,43384832,984215552,
31-05 15:10:52,31.738,67.758,0.504,0,0,1712586752,13248622592,44425216,1406025728,54845,4435330,0,0,43384832,984215552,
31-05 15:10:53,24.439,74.813,0.748,0,0,1713377280,13246582784,44425216,1407275008,37944,3127679,0,0,43384832,984215552,
31-05 15:10:54,22.864,76.633,0.503,0,0,1711751168,13249163264,44425216,1406320640,39883,2956004,0,0,43384832,984215552,
31-05 15:10:55,22.306,75.188,0.501,2.005,0,1713389568,13243564032,44552192,1410154496,39515,2291229,0,31137792,43384832,984215552,
31-05 15:10:56,25.500,74,0.500,0,0,1711005696,13244743680,44552192,1411358720,49817,3939351,0,0,43384832,984215552,
31-05 15:10:57,29.073,69.925,1.003,0,0,1714614272,13245181952,44552192,1407311872,59558,4271759,0,0,43384832,984215552,
31-05 15:10:58,26.500,73.500,0,0,0,1712918528,13247619072,44552192,1406373888,46724,3777605,0,0,43384832,984215552,
31-05 15:10:59,27.456,71.788,0.756,0,0,1712603136,13246291968,44552192,1408016384,55164,4108393,0,0,43384832,984215552,
31-05 15:11:00,17.706,77.556,1.995,2.743,0,1712709632,13243711488,44679168,1410355200,26782,2135933,0,31125504,43384832,984215552,
31-05 15:11:01,16.250,83.750,0,0,0,1713586176,13234335744,44679168,1418858496,11209,656575,0,0,43384832,984215552,
31-05 15:11:02,26.316,73.183,0.501,0,0,1714298880,13239898112,44679168,1412571136,54087,3780011,0,0,43384832,984215552,
31-05 15:11:03,30.402,68.844,0.754,0,0,1713020928,13244059648,44679168,1409687552,55066,4441456,0,0,43384832,984215552,
31-05 15:11:04,28.750,70.500,0.750,0,0,1712246784,13246201856,44679168,1408319488,51285,3450126,0,0,43384832,984215552,
31-05 15:11:05,26.700,70.025,1.511,1.763,0,1711517696,13247008768,44806144,1408114688,53981,3779461,0,31125504,43384832,984215552,
31-05 15:11:06,29.073,70.175,0.752,0,0,1711980544,13246418944,44806144,1408237568,59545,4601784,0,0,43384832,984215552,
31-05 15:11:07,25.063,74.185,0.752,0,0,1712402432,13246087168,44806144,1408147456,49881,3943309,0,0,43384832,984215552,
31-05 15:11:08,27.068,72.682,0.251,0,0,1713086464,13246779392,44806144,1406771200,45223,3614244,0,0,43384832,984215552,
31-05 15:11:09,27.250,71.500,1.250,0,0,1713467392,13249888256,44806144,1403281408,54120,4107621,0,0,43384832,984215552,
31-05 15:11:10,29.676,66.584,0.998,2.743,0,1711923200,13246136320,44933120,1408450560,47665,2956527,0,31141888,43384832,984215552,
31-05 15:11:11,27.708,71.788,0.504,0,0,1711951872,13246476288,44933120,1408081920,55765,4107430,0,10485760,43384832,984215552,
31-05 15:11:12,24,75.750,0.250,0,0,1712091136,13245075456,44933120,1409343488,42510,3283804,0,0,43384832,984215552,
31-05 15:11:13,21.750,78,0.250,0,0,1713872896,13238870016,44933120,1413767168,36504,2296793,0,0,43384832,984215552,
