# events called
1659364215 135929 12711800
1659364216 136730 12786704
1659364217 128400 12010262
1659364218 134635 12591142
1659364219 133673 12500968
1659364220 136618 12777672
1659364221 136481 12763414
1659364222 137227 12833636
1659364223 138774 12979896
1659364224 131250 12275592
1659364225 137336 12845152
1659364226 138026 12907796
1659364227 131238 12274346
1659364228 134674 12595586
1659364229 131970 12345292
1659364230 128606 12027700
1659364231 136033 12722110
1659364232 137517 12860810
1659364233 137374 12845790
1659364234 136928 12805226
1659364235 133785 12512234
1659364236 135557 12678262
1659364237 137117 12822828
1659364238 126740 11853204
1659364239 137324 12843568
1659364240 137444 12854580
1659364241 135358 12657700
1659364242 136803 12795234
1659364243 133094 12445008
1659364244 137397 12853102
1659364245 137225 12833848
1659364246 136246 12743072
1659364247 136226 12740010
1659364248 125276 11718056
1659364249 83027 7764000
1659364250 31956 2987640
1659364251 31188 2915440
1659364252 32419 3031350
1659364253 32866 3072436
1659364254 34881 3261090
1659364255 34349 3211204
1659364256 31926 2985036
1659364257 31184 2915774
1659364258 30432 2845824
1659364259 31351 2931086
1659364260 32178 3008628
1659364261 31029 2901322
1659364262 31067 2904040
1659364263 32957 3081906
1659364264 35070 3279326
1659364265 35322 3302950
1659364266 34918 3264458
1659364267 5269 493390
1659364268 9725 909100
1659364269 6314 589596
1659364270 6593 617468
1659364271 5973 558346
1659364272 6805 636862
1659364273 9275 866802
1659364274 5265 492178
1659364275 6152 574630
1659364276 5459 510080
1659364277 6292 588418
1659364278 9926 927770
1659364279 4446 416208
1659364280 6907 646604
1659364281 6296 587428
1659364282 4984 466022
1659364283 8042 751670
1659364284 6172 576904
1659364285 5526 517112
1659364286 4866 455048
1659364287 5876 549484
1659364288 10713 1002738
1659364289 5134 480662
1659364290 8416 786464
1659364291 5229 488636
1659364292 4894 457158
1659364293 9147 855278
1659364294 6303 588842
1659364295 4451 415864
1659364296 22 1428


# events lost
1659364248 766 71578
1659364249 52928 4948364
1659364250 106615 9971602
1659364251 104103 9737026
1659364252 107619 10063964
1659364253 100180 9371032
1659364254 104108 9738066
1659364255 105427 9859036
1659364256 108709 10167176
1659364257 109278 10218946
1659364258 99027 9259756
1659364259 108437 10141236
1659364260 108419 10140264
1659364261 109208 10211682
1659364262 108066 10106458
1659364263 101214 9465588
1659364264 104442 9766290
1659364265 105198 9838420
1659364266 105171 9836314
1659364267 136110 12730924
1659364268 119360 11163630
1659364269 132554 12397976
1659364270 133753 12508576
1659364271 133623 12497022
1659364272 133301 12467258
1659364273 124612 11654844
1659364274 136120 12731462
1659364275 134055 12539996
1659364276 135633 12685766
1659364277 134335 12560830
1659364278 121266 11340194
1659364279 131864 12333286
1659364280 132000 12346804
1659364281 133926 12522456
1659364282 134936 12621266
1659364283 124651 11659818
1659364284 131722 12319130
1659364285 134856 12611614
1659364286 136573 12771222
1659364287 135479 12670650
1659364288 121549 11368492
1659364289 130883 12240278
1659364290 129463 12109888
1659364291 136107 12728116
1659364292 136172 12736486
1659364293 123674 11565632
1659364294 134218 12554632
1659364295 110292 10315976
1659364296 43 2920
