"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud107",,,,"User:","gsd"
"Cmdline:","dstat --time --cpu --mem --net --disk --swap --output /mnt/nvme/tracing_data/sysdig/dstat.csv",,,,"Date:","31 May 2023 15:37:53 WEST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"swap",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","used","free"
31-05 15:43:21,26.382,72.864,0.754,0,0,1665134592,13308284928,40525824,1398947840,57424,4593614,0,180224,43376640,984223744,
31-05 15:43:22,31.172,64.838,1.995,1.995,0,1665617920,13306863616,40652800,1399758848,69760,4584373,0,31137792,43376640,984223744,
31-05 15:43:23,29.545,70.202,0.253,0,0,1665105920,13304741888,40652800,1402392576,64951,5250410,0,0,43376640,984223744,
31-05 15:43:24,28.250,70.500,1.250,0,0,1665576960,13306396672,40652800,1400266752,55101,4262719,0,0,43376640,984223744,
31-05 15:43:25,26.633,72.864,0.503,0,0,1665380352,13305843712,40652800,1401020416,43495,3610237,0,0,43376640,984223744,
31-05 15:43:26,35.338,64.411,0.251,0,0,1665859584,13306335232,40652800,1400049664,69467,4927473,0,0,43376640,984223744,
31-05 15:43:27,33.416,63.342,1.496,1.746,0,1666404352,13305679872,40779776,1400033280,56391,3937865,0,31121408,43376640,984223744,
31-05 15:43:28,31.579,67.920,0.501,0,0,1666039808,13308256256,40779776,1397821440,64553,5249356,0,0,43376640,984223744,
31-05 15:43:29,27.889,71.106,1.005,0,0,1666236416,13305905152,40779776,1399975936,42472,3937865,0,0,43376640,984223744,
31-05 15:43:30,33.417,66.080,0.503,0,0,1664380928,13306204160,40779776,1401532416,65654,4921779,0,0,43376640,984223744,
31-05 15:43:31,29.545,69.192,1.263,0,0,1666408448,13306281984,40779776,1399427072,59731,5254237,0,0,43376640,984223744,
31-05 15:43:32,30.250,65,2,2.750,0,1664663552,13306376192,40906752,1400950784,59681,4266130,0,31133696,43376640,984223744,
31-05 15:43:33,28.463,70.529,1.008,0,0,1665798144,13306212352,40906752,1399980032,60721,4266041,0,0,43376640,984223744,
31-05 15:43:34,31.407,67.839,0.754,0,0,1665486848,13303996416,40906752,1402507264,62821,5248922,0,0,43376640,984223744,
31-05 15:43:35,32.080,66.917,1.003,0,0,1664901120,13307240448,40906752,1399848960,69737,5579115,0,0,43376640,984223744,
31-05 15:43:36,29.146,70.101,0.754,0,0,1665085440,13306134528,40906752,1400770560,54638,4271038,0,0,43376640,984223744,
31-05 15:43:37,32.915,63.568,0.754,2.764,0,1665376256,13308772352,41033728,1397714944,69929,4921951,0,31100928,43376640,984223744,
31-05 15:43:38,31.738,67.758,0.504,0,0,1664798720,13305229312,41033728,1401839616,65395,5577732,0,0,43376640,984223744,
31-05 15:43:39,30.827,68.421,0.752,0,0,1666994176,13304721408,41041920,1400147968,64235,4914641,0,32768,43376640,984223744,
31-05 15:43:40,25.750,73.500,0.750,0,0,1665425408,13305991168,41041920,1400446976,55075,3598080,0,0,43376640,984223744,
31-05 15:43:41,31.750,67.750,0.500,0,0,1665089536,13303971840,41041920,1402806272,62477,4916687,0,1691648,43376640,984223744,
31-05 15:43:42,35.264,61.965,1.008,1.763,0,1665110016,13304872960,41168896,1401757696,71786,5579631,0,31133696,43376640,984223744,
31-05 15:43:43,31.328,67.669,1.003,0,0,1664516096,13305614336,41168896,1401610240,69640,5577163,0,0,43376640,984223744,
31-05 15:43:44,32.663,66.583,0.754,0,0,1666240512,13304905728,41168896,1400594432,73339,5578351,0,12288,43376640,984223744,
31-05 15:43:45,24.561,75.188,0.251,0,0,1664983040,13307035648,41168896,1399721984,40694,2953244,0,0,43376640,984223744,
31-05 15:43:46,33.835,65.414,0.752,0,0,1665200128,13305085952,41168896,1401454592,73891,5254944,0,0,43376640,984223744,
31-05 15:43:47,33.416,63.342,1.247,1.995,0,1665323008,13305204736,41295872,1401085952,70848,5250909,0,31141888,43376640,984223744,
31-05 15:43:48,29.574,70.175,0.251,0,0,1665036288,13304102912,41295872,1402474496,65522,4922001,0,0,43376640,984223744,
31-05 15:43:49,28.571,70.426,1.003,0,0,1666060288,13305544704,41295872,1400008704,56002,4921453,0,0,43376640,984223744,
31-05 15:43:50,25.250,74,0.750,0,0,1665630208,13305135104,41295872,1400848384,52580,3938094,0,0,43376640,984223744,
31-05 15:43:51,27.569,71.178,1.253,0,0,1665454080,13305991168,41295872,1400168448,55504,4265129,0,65536,43376640,984223744,
31-05 15:43:52,31.078,65.915,0.752,2.256,0,1666633728,13304483840,41422848,1400369152,60124,4592965,0,31125504,43376640,984223744,
31-05 15:43:53,32.750,67,0.250,0,0,1666326528,13304422400,41422848,1400737792,71209,5571916,0,0,43376640,984223744,
31-05 15:43:54,31.830,67.920,0.251,0,0,1666908160,13305511936,41422848,1399066624,71186,5240778,0,0,43376640,984223744,
31-05 15:43:55,26.633,72.864,0.503,0,0,1665970176,13305372672,41422848,1400143872,48364,3937667,0,0,43376640,984223744,
31-05 15:43:56,31.671,67.830,0.499,0,0,1665503232,13303820288,41422848,1401999360,71859,5253834,0,0,43376640,984223744,
31-05 15:43:57,31.579,64.662,1.003,2.757,0,1666289664,13304016896,41549824,1400889344,66902,4922457,0,31109120,43376640,984223744,
31-05 15:43:58,34.925,64.573,0.503,0,0,1666703360,13305434112,41549824,1399058432,73024,6041479,0,0,43376640,984223744,
31-05 15:43:59,31.172,67.830,0.998,0,0,1665540096,13306241024,41549824,1399418880,67289,5442881,0,0,43376640,984223744,
31-05 15:44:00,26.434,72.818,0.748,0,0,1664000000,13300752384,41549824,1406447616,50676,3938066,0,0,43376640,984223744,
31-05 15:44:01,33.333,65.664,1.003,0,0,1666101248,13300191232,41549824,1404911616,75352,5577745,0,0,43376640,984223744,
31-05 15:44:02,30.827,65.163,1.253,2.757,0,1665474560,13303185408,41676800,1402417152,66832,5579084,0,31129600,43376640,984223744,
31-05 15:44:03,29.825,69.674,0.501,0,0,1665527808,13303693312,41676800,1401856000,51319,4265047,0,0,43376640,984223744,
31-05 15:44:04,29.825,69.424,0.752,0,0,1666203648,13303001088,41676800,1401872384,67047,4266551,0,0,43376640,984223744,
31-05 15:44:05,31.061,68.687,0.253,0,0,1665277952,13306073088,41676800,1399726080,61317,5578511,0,0,43376640,984223744,
31-05 15:44:06,21.750,77.750,0.500,0,0,1666023424,13305249792,41676800,1399803904,35527,1972988,0,0,43376640,984223744,
31-05 15:44:07,26.817,70.175,1.003,2.005,0,1666076672,13304668160,41803776,1400205312,53394,3937432,0,31133696,43376640,984223744,
31-05 15:44:08,29.250,70.250,0.500,0,0,1665470464,13303439360,41803776,1402040320,64397,4598882,0,0,43376640,984223744,
31-05 15:44:09,28.822,70.677,0.501,0,0,1665630208,13304508416,41803776,1400811520,53023,4286655,0,0,43376640,984223744,
31-05 15:44:10,28.030,70.707,1.263,0,0,1666289664,13306114048,41803776,1398546432,52125,4593214,0,0,43376640,984223744,
31-05 15:44:11,21.500,77.750,0.750,0,0,1666494464,13307215872,41803776,1397239808,29552,2296328,0,0,43376640,984223744,
31-05 15:44:12,16.169,80.846,0.746,2.239,0,1665089536,13304373248,41930752,1401360384,13994,984327,0,32858112,43376640,984223744,
31-05 15:44:13,15.250,84.750,0,0,0,1665687552,13288992768,41930752,1416142848,17127,983249,0,0,43376640,984223744,
31-05 15:44:14,25,74.500,0.500,0,0,1665990656,13296136192,41930752,1408696320,35832,2625666,0,0,43376640,984223744,
31-05 15:44:15,25.126,74.372,0.503,0,0,1666527232,13302333440,41930752,1401962496,45636,3600120,0,0,43376640,984223744,
31-05 15:44:16,22,77,1,0,0,1666125824,13303848960,41930752,1400848384,39592,2624886,0,0,43376640,984223744,
31-05 15:44:17,24.250,72.750,0.750,2.250,0,1666375680,13303644160,42057728,1400676352,27435,1968669,0,31150080,43376640,984223744,
31-05 15:44:18,30.827,68.672,0.501,0,0,1666342912,13303025664,42057728,1401327616,63340,4921738,0,0,43376640,984223744,
31-05 15:44:19,30.673,68.828,0.499,0,0,1667321856,13305364480,42057728,1398009856,67045,4593844,0,0,43376640,984223744,
31-05 15:44:20,29.574,69.925,0.501,0,0,1666220032,13307924480,42057728,1396551680,62129,4264348,0,0,43376640,984223744,
31-05 15:44:21,29.825,69.173,1.003,0,0,1665400832,13304848384,42057728,1400446976,62857,5904624,0,0,43376640,984223744,
31-05 15:44:22,33.920,62.563,1.256,2.261,0,1665970176,13300813824,42184704,1403785216,72464,4919558,0,53661696,43376640,984223744,
31-05 15:44:23,32.323,67.424,0.253,0,0,1666375680,13302788096,42184704,1401405440,69164,5559955,0,0,43376640,984223744,
31-05 15:44:24,25.250,74,0.750,0,0,1665540096,13301673984,42184704,1403355136,56545,4001982,0,0,43376640,984223744,
31-05 15:44:25,32,67.500,0.500,0,0,1665863680,13300830208,42184704,1403875328,63044,5250045,0,0,43376640,984223744,
31-05 15:44:26,32.080,67.669,0.251,0,0,1665974272,13301571584,42184704,1403027456,59675,4598193,0,0,43376640,984223744,
31-05 15:44:27,27.543,67.990,1.489,2.978,0,1665904640,13304143872,42311680,1400397824,47217,3937388,0,31141888,43376640,984223744,
31-05 15:44:28,31.750,68,0.250,0,0,1666359296,13303050240,42311680,1401036800,68041,4594719,0,0,43376640,984223744,
31-05 15:44:29,28.392,71.106,0.503,0,0,1666187264,13302177792,42311680,1402081280,50280,4264584,0,0,43376640,984223744,
31-05 15:44:30,33.584,65.915,0.501,0,0,1665224704,13304811520,42311680,1400414208,66985,5249901,0,0,43376640,984223744,
31-05 15:44:31,30,69,1,0,0,1664720896,13306646528,42311680,1399083008,67410,4921802,0,0,43376640,984223744,
31-05 15:44:32,34.336,63.659,0.752,1.253,0,1666945024,13305987072,42438656,1397391360,60032,4591164,0,31133696,43376640,984223744,
31-05 15:44:33,30.479,68.514,1.008,0,0,1665716224,13306400768,42438656,1398206464,53560,4265351,0,0,43376640,984223744,
31-05 15:44:34,28.392,70.854,0.754,0,0,1667448832,13303410688,42438656,1399463936,67212,4593768,0,0,43376640,984223744,
31-05 15:44:35,32.750,66.500,0.750,0,0,1666269184,13305438208,42438656,1398616064,63516,4921706,0,0,43376640,984223744,
31-05 15:44:36,29.146,70.603,0.251,0,0,1665617920,13305536512,42438656,1399169024,60656,4926654,0,0,43376640,984223744,
31-05 15:44:37,33.835,62.907,1.253,2.005,0,1666134016,13304291328,42565632,1399771136,62877,4920777,0,31141888,43376640,984223744,
31-05 15:44:38,29.825,69.424,0.752,0,0,1666142208,13303611392,42565632,1400442880,63401,4921874,0,0,43376640,984223744,
31-05 15:44:39,32.331,66.917,0.752,0,0,1666281472,13301211136,42565632,1402703872,65358,5250583,0,0,43376640,984223744,
31-05 15:44:40,29.323,69.925,0.752,0,0,1666166784,13305982976,42565632,1398046720,54949,4265036,0,0,43376640,984223744,
31-05 15:44:41,30.326,69.424,0.251,0,0,1666953216,13304872960,42565632,1398370304,68154,5237389,0,0,43376640,984223744,
31-05 15:44:42,29.397,66.834,2.261,1.508,0,1666179072,13306388480,42692608,1397501952,66938,4593056,0,31141888,43376640,984223744,
31-05 15:44:43,29.397,70.352,0.251,0,0,1667284992,13304643584,42692608,1398140928,52720,4593742,0,1691648,43376640,984223744,
31-05 15:44:44,24.500,75,0.500,0,0,1666387968,13306785792,42692608,1396895744,46037,3282164,0,0,43376640,984223744,
31-05 15:44:45,28.321,70.426,1.253,0,0,1664831488,13303783424,42692608,1401454592,57195,4921902,0,0,43376640,984223744,
31-05 15:44:46,28.643,70.603,0.754,0,0,1666789376,13300502528,42700800,1402773504,60088,4599379,0,32768,43376640,984223744,
31-05 15:44:47,34.250,62.500,1,2.250,0,1666744320,13300424704,42827776,1402769408,72396,5250093,0,31105024,43376640,984223744,
31-05 15:44:48,29.500,70,0.500,0,0,1665773568,13302710272,42827776,1401454592,55596,4584854,0,0,43376640,984223744,
31-05 15:44:49,28.212,71.033,0.756,0,0,1666097152,13301293056,42827776,1402548224,50152,4261406,0,0,43376640,984223744,
31-05 15:44:50,34.837,64.912,0.251,0,0,1666846720,13302595584,42827776,1400496128,61046,4593248,0,0,43376640,984223744,
31-05 15:44:51,32.412,67.085,0.503,0,0,1666863104,13303320576,42827776,1399754752,72489,5250792,0,12288,43376640,984223744,
31-05 15:44:52,27.889,68.844,1.256,2.010,0,1665720320,13304459264,42954752,1399631872,59417,4593198,0,31105024,43376640,984223744,
31-05 15:44:53,32.080,67.168,0.752,0,0,1666490368,13304041472,42954752,1399279616,68097,4932873,0,0,43376640,984223744,
31-05 15:44:54,30.326,68.922,0.752,0,0,1666211840,13303906304,42954752,1399689216,64815,4925047,0,0,43376640,984223744,
31-05 15:44:55,28.822,70.426,0.752,0,0,1666211840,13303435264,42954752,1400160256,61925,4593921,0,0,43376640,984223744,
31-05 15:44:56,31,68.250,0.750,0,0,1666015232,13304049664,42954752,1399746560,57878,5255434,0,0,43376640,984223744,
31-05 15:44:57,29.323,67.419,0.752,2.506,0,1666875392,13299695616,43081728,1403113472,57999,4266383,0,31121408,43376640,984223744,
31-05 15:44:58,29.073,70.175,0.752,0,0,1665404928,13297299456,43081728,1406980096,57390,4593213,0,4935680,43376640,984223744,
31-05 15:44:59,28.928,70.324,0.748,0,0,1666064384,13301321728,43081728,1402298368,63124,4921689,0,0,43376640,984223744,
31-05 15:45:00,22.864,76.633,0.503,0,0,1667063808,13297639424,43081728,1404981248,41021,2953614,0,0,43376640,984223744,
31-05 15:45:01,28.822,70.426,0.752,0,0,1667538944,13298454528,43081728,1403691008,59859,4592734,0,0,43376640,984223744,
31-05 15:45:02,31.407,65.075,0.754,2.764,0,1666924544,13303529472,43208704,1399103488,56545,4264917,0,31125504,43376640,984223744,
31-05 15:45:03,25.879,73.116,1.005,0,0,1665970176,13301526528,43208704,1402060800,50798,3622734,0,0,43376640,984223744,
31-05 15:45:04,31.328,67.920,0.752,0,0,1667276800,13300400128,43208704,1401880576,65833,5249383,0,0,43376640,984223744,
31-05 15:45:05,31.328,67.920,0.752,0,0,1665482752,13301190656,43208704,1402884096,72236,4921992,0,0,43376640,984223744,
31-05 15:45:06,33.920,65.578,0.503,0,0,1665798144,13301383168,43208704,1402376192,65211,5255742,0,0,43376640,984223744,
31-05 15:45:07,31.738,66.751,0.252,1.259,0,1667383296,13301510144,43335680,1400537088,74498,5567773,0,31137792,43376640,984223744,
31-05 15:45:08,36,63,1,0,0,1666994176,13301710848,43335680,1400721408,61085,5567258,0,0,43376640,984223744,
31-05 15:45:09,30.500,69,0.500,0,0,1666736128,13302321152,43335680,1400369152,57263,4266323,0,0,43376640,984223744,
31-05 15:45:10,29.073,70.175,0.752,0,0,1666576384,13301796864,43335680,1401057280,62020,4593290,0,0,43376640,984223744,
31-05 15:45:11,31.078,68.421,0.501,0,0,1666879488,13304483840,43335680,1398067200,63140,4594705,0,0,43376640,984223744,
31-05 15:45:12,28.750,67.750,0.750,2.750,0,1666469888,13305020416,43462656,1397813248,61651,4592917,0,31113216,43376640,984223744,
31-05 15:45:13,29.750,69.750,0.500,0,0,1667059712,13304541184,43462656,1397698560,60298,4920733,0,1691648,43376640,984223744,
31-05 15:45:14,31.579,67.669,0.752,0,0,1666088960,13304373248,43462656,1398837248,68290,5577794,0,0,43376640,984223744,
31-05 15:45:15,24.250,75.250,0.500,0,0,1666703360,13304590336,43462656,1398005760,37815,2297597,0,0,43376640,984223744,
31-05 15:45:16,24.623,75.126,0.251,0,0,1666306048,13300731904,43462656,1402265600,42477,3613535,0,0,43376640,984223744,
31-05 15:45:17,32.242,65.743,0.756,1.259,0,1667452928,13299335168,43589632,1402388480,65716,5240916,0,31133696,43376640,984223744,
31-05 15:45:18,23.940,75.312,0.748,0,0,1667207168,13300518912,43589632,1401442304,50669,2944196,0,0,43376640,984223744,
31-05 15:45:19,31.658,67.588,0.754,0,0,1666183168,13302423552,43589632,1400565760,64955,4911861,0,0,43376640,984223744,
31-05 15:45:20,28.928,70.823,0.249,0,0,1666646016,13303427072,43589632,1399099392,54838,4991979,0,0,43376640,984223744,
31-05 15:45:21,23.058,76.692,0.251,0,0,1666748416,13302599680,43589632,1399824384,36495,2625900,0,0,43376640,984223744,
31-05 15:45:22,29,67.250,1.250,2.500,0,1666129920,13304762368,43716608,1398153216,57027,4593921,0,31150080,43376640,984223744,
31-05 15:45:23,29.723,69.773,0.504,0,0,1666711552,13302145024,43716608,1400180736,69288,5250218,0,0,43376640,984223744,
31-05 15:45:24,29.574,69.674,0.752,0,0,1666826240,13303644160,43716608,1398566912,58865,4265612,0,0,43376640,984223744,
31-05 15:45:25,31.407,67.337,1.256,0,0,1667289088,13301641216,43716608,1400111104,68949,5249815,0,0,43376640,984223744,
31-05 15:45:26,29.426,69.825,0.748,0,0,1667284992,13300801536,43716608,1400954880,57035,4598901,0,0,43376640,984223744,
31-05 15:45:27,31.156,65.829,0.754,2.261,0,1667325952,13301751808,43843584,1399836672,60238,4591751,0,31109120,43376640,984223744,
31-05 15:45:28,33.835,65.414,0.752,0,0,1665523712,13303283712,43843584,1400102912,68203,5561232,0,0,43376640,984223744,
31-05 15:45:29,31.328,67.168,1.504,0,0,1666887680,13302362112,43843584,1399660544,70020,4585564,0,58028032,43376640,984223744,
31-05 15:45:30,31.500,67.500,1,0,0,1665896448,13302013952,43843584,1400999936,72000,5905898,0,0,43376640,984223744,
31-05 15:45:31,29.500,70.250,0.250,0,0,1666478080,13300924416,43843584,1401507840,52298,4265400,0,0,43376640,984223744,
31-05 15:45:32,32.663,64.322,1.256,1.759,0,1667645440,13302333440,43970560,1398804480,70201,5250007,0,31170560,43376640,984223744,
31-05 15:45:33,29.073,70.426,0.501,0,0,1666703360,13302542336,43970560,1399533568,57186,4593643,0,0,43376640,984223744,
31-05 15:45:34,30.479,69.270,0.252,0,0,1665998848,13303394304,43970560,1399386112,64672,4922599,0,2842624,43376640,984223744,
31-05 15:45:35,31.328,67.920,0.752,0,0,1666936832,13300334592,43970560,1401507840,67845,5249970,0,0,43376640,984223744,
31-05 15:45:36,25.126,74.623,0.251,0,0,1665998848,13301870592,43970560,1400909824,40328,3285929,0,0,43376640,984223744,
31-05 15:45:37,29.899,68.593,1.256,0.251,0,1667039232,13299494912,44097536,1402114048,68382,4594835,0,31150080,43376640,984223744,
31-05 15:45:38,33.083,65.915,1.003,0,0,1667870720,13302468608,44097536,1398308864,68024,5578101,0,0,43376640,984223744,
31-05 15:45:39,28.070,71.429,0.501,0,0,1666392064,13301411840,44097536,1400844288,57746,4265825,0,0,43376640,984223744,
31-05 15:45:40,29.574,69.424,1.003,0,0,1666625536,13301043200,44097536,1400979456,54973,4593071,0,0,43376640,984223744,
31-05 15:45:41,25.126,74.121,0.754,0,0,1667350528,13299724288,44097536,1401573376,50330,3609487,0,0,43376640,984223744,
31-05 15:45:42,29.250,67.750,0.500,2.500,0,1666494464,13299310592,44224512,1402716160,62252,4922547,0,31125504,43376640,984223744,
31-05 15:45:43,31.313,68.182,0.505,0,0,1667837952,13301399552,44224512,1399279616,67858,5249594,0,0,43376640,984223744,
31-05 15:45:44,31,68,1,0,0,1665503232,13302657024,44224512,1400360960,66749,4593868,0,0,43376640,984223744,
31-05 15:45:45,28.643,70.603,0.754,0,0,1665875968,13301735424,44224512,1400909824,52040,4265095,0,0,43376640,984223744,
31-05 15:45:46,30.827,68.170,1.003,0,0,1665859584,13302341632,44224512,1400320000,57454,4598862,0,0,43376640,984223744,
31-05 15:45:47,27.068,69.173,1.003,2.757,0,1667330048,13300416512,44351488,1400651776,56341,4265305,0,31133696,43376640,984223744,
31-05 15:45:48,25.377,74.121,0.503,0,0,1665785856,13296816128,44351488,1405796352,54166,3935770,0,0,43376640,984223744,
31-05 15:45:49,30.827,68.421,0.752,0,0,1666269184,13298208768,44351488,1403920384,61878,4905003,0,0,43376640,984223744,
31-05 15:45:50,31.830,67.669,0.501,0,0,1666867200,13299585024,44351488,1401946112,68412,4924081,0,0,43376640,984223744,
31-05 15:45:51,31.658,67.337,1.005,0,0,1666535424,13297553408,44351488,1404309504,67227,5249784,0,0,43376640,984223744,
31-05 15:45:52,28.392,70.603,0.503,0.503,0,1667633152,13298282496,44478464,1402355712,60768,4593772,0,31113216,43376640,984223744,
31-05 15:45:53,30.500,69.250,0.250,0,0,1666154496,13301583872,44486656,1400504320,62397,5251919,0,32768,43376640,984223744,
31-05 15:45:54,32.331,66.917,0.752,0,0,1667072000,13300903936,44486656,1400266752,72461,4593706,0,0,43376640,984223744,
31-05 15:45:55,32.080,66.917,1.003,0,0,1667375104,13302263808,44486656,1398603776,64484,5570897,0,0,43376640,984223744,
31-05 15:45:56,30.326,68.922,0.752,0,0,1667371008,13304057856,44486656,1396813824,59418,4913445,0,0,43376640,984223744,
31-05 15:45:57,23.308,75.689,0.501,0.501,0,1666170880,13295439872,44613632,1406504960,38549,2953018,0,31137792,43376640,984223744,
31-05 15:45:58,25.313,74.185,0.501,0,0,1668214784,13293256704,44613632,1406627840,52322,3609198,0,12288,43376640,984223744,
31-05 15:45:59,30.827,68.170,1.003,0,0,1666629632,13297266688,44613632,1404203008,57201,4593742,0,1691648,43376640,984223744,
31-05 15:46:00,26.817,72.431,0.752,0,0,1666342912,13299638272,44613632,1402118144,48665,3609537,0,0,43376640,984223744,
31-05 15:46:01,26.500,72.750,0.750,0,0,1667530752,13300604928,44613632,1399967744,49824,3281515,0,0,43376640,984223744,
31-05 15:46:02,31.566,64.646,1.263,2.525,0,1666912256,13302059008,44740608,1399005184,62557,4592578,0,31145984,43376640,984223744,
31-05 15:46:03,24.433,75.315,0.252,0,0,1666674688,13301145600,44740608,1400172544,54221,3939032,0,0,43376640,984223744,
31-05 15:46:04,28.250,71.500,0.250,0,0,1664929792,13298524160,44740608,1404538880,45339,4264612,0,643072,43376640,984223744,
31-05 15:46:05,26.065,72.932,1.003,0,0,1666650112,13298794496,44740608,1402548224,51335,3282241,0,0,43376640,984223744,
31-05 15:46:06,32.419,66.584,0.998,0,0,1667940352,13299286016,44740608,1400766464,63750,5253570,0,0,43376640,984223744,
31-05 15:46:07,25.500,71.250,1.250,2,0,1666670592,13300936704,44867584,1400258560,53287,3946252,0,31129600,43376640,984223744,
31-05 15:46:08,30.576,68.922,0.501,0,0,1666822144,13301305344,44867584,1399734272,62549,4921761,0,0,43376640,984223744,
31-05 15:46:09,28.212,71.033,0.756,0,0,1666342912,13300310016,44867584,1401208832,60467,4601902,0,0,43376640,984223744,
31-05 15:46:10,34.171,64.824,1.005,0,0,1667407872,13300396032,44867584,1400057856,66836,5250543,0,0,43376640,984223744,
31-05 15:46:11,30.750,68.750,0.500,0,0,1667776512,13301526528,44867584,1398558720,71959,5899703,0,0,43376640,984223744,
31-05 15:46:12,28.358,69.403,1.244,0.995,0,1665605632,13301391360,44994560,1400737792,62867,4252681,0,31117312,43376640,984223744,
31-05 15:46:13,31.407,68.342,0.251,0,0,1667006464,13301833728,44994560,1398890496,73777,5570586,0,0,43376640,984223744,
31-05 15:46:14,31.407,68.090,0.503,0,0,1666727936,13300051968,44994560,1400950784,60468,5274406,0,0,43376640,984223744,
31-05 15:46:15,31.407,67.839,0.754,0,0,1665810432,13301108736,44994560,1400811520,65652,4593791,0,0,43376640,984223744,
31-05 15:46:16,29.574,69.674,0.752,0,0,1667473408,13299695616,44994560,1400561664,55474,4271590,0,0,43376640,984223744,
31-05 15:46:17,31.486,64.736,1.763,2.015,0,1667579904,13303095296,45121536,1396928512,62026,5577115,0,31129600,43376640,984223744,
