"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud107",,,,"User:","gsd"
"Cmdline:","dstat --time --cpu --mem --net --disk --swap --output /mnt/nvme/tracing_data/sysdig/dstat.csv",,,,"Date:","31 May 2023 14:27:47 WEST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"swap",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","used","free"
31-05 14:33:43,23.500,76,0.500,0,0,1694355456,13264601088,41185280,1411067904,37966,2387440,0,0,43393024,984207360,
31-05 14:33:44,22.864,76.382,0.754,0,0,1693298688,13259464704,41185280,1417261056,34693,2221603,0,0,43393024,984207360,
31-05 14:33:45,36.181,61.055,0.754,2.010,0,1719078912,13241581568,41312256,1409228800,31725,2050177,0,41197568,43393024,984207360,
31-05 14:33:46,32.832,66.667,0.501,0,0,1712906240,13252890624,41312256,1404104704,36157,2382162,0,0,43393024,984207360,
31-05 14:33:47,22,77.500,0.500,0,0,1710186496,13251256320,41312256,1408458752,33736,2220544,0,0,43393024,984207360,
31-05 14:33:48,27.318,71.930,0.752,0,0,1711534080,13250498560,41312256,1407885312,32149,1893874,0,0,43393024,984207360,
31-05 14:33:49,31.156,68.342,0.503,0,0,1712680960,13251006464,41312256,1406234624,36046,2552841,0,0,43393024,984207360,
31-05 14:33:50,39.348,58.396,0.251,2.005,0,1715036160,13249286144,41439232,1405456384,32956,2058481,0,31129600,43393024,984207360,
31-05 14:33:51,39.250,60.500,0.250,0,0,1773289472,13190008832,41439232,1406480384,31192,1899271,0,0,43393024,984207360,
31-05 14:33:52,41.500,58.500,0,0,0,1773821952,13192015872,41439232,1403940864,34090,2222329,0,0,43393024,984207360,
31-05 14:33:53,24.623,74.121,1.256,0,0,1773756416,13190201344,41439232,1405825024,29816,1976550,0,0,43393024,984207360,
31-05 14:33:54,20.050,79.699,0.251,0,0,1774055424,13190135808,41439232,1405591552,26495,1647774,0,0,43393024,984207360,
31-05 14:33:55,20.500,75.750,1,2.750,0,1773395968,13188300800,41566208,1407950848,17820,1070656,0,31125504,43393024,984207360,
31-05 14:33:56,24.685,74.811,0.504,0,0,1774055424,13187756032,41566208,1407836160,35313,2140871,0,0,43393024,984207360,
31-05 14:33:57,23.192,75.810,0.998,0,0,1774985216,13191012352,41566208,1403658240,36121,2387338,0,0,43393024,984207360,
31-05 14:33:58,22,77.750,0.250,0,0,1774632960,13183627264,41566208,1411395584,35470,2306217,0,0,43393024,984207360,
31-05 14:33:59,20.500,75.500,1,3,0,1773588480,13186113536,41693184,1409814528,37150,2387690,0,31088640,43393024,984207360,
31-05 14:34:00,18.250,81,0.750,0,0,1773645824,13179875328,41693184,1415999488,30412,2058735,0,0,43393024,984207360,
31-05 14:34:01,21.750,77.750,0.500,0,0,1760292864,13182013440,41693184,1427214336,40345,2474510,0,1691648,43393024,984207360,
31-05 14:34:02,20.301,79.198,0.501,0,0,1760653312,13177798656,41693184,1431068672,33726,2306129,0,0,43393024,984207360,
31-05 14:34:03,17.085,82.412,0.503,0,0,1760444416,13181095936,41693184,1427980288,24606,1565069,0,0,43393024,984207360,
31-05 14:34:04,20.551,76.692,0.501,2.256,0,1760997376,13189074944,41820160,1419313152,29444,1886481,0,31096832,43393024,984207360,
31-05 14:34:05,21.250,78.250,0.500,0,0,1760768000,13181952000,41820160,1426665472,34045,2133670,0,0,43393024,984207360,
31-05 14:34:06,19.598,80.402,0,0,0,1760915456,13186121728,41820160,1422348288,34938,2051673,0,0,43393024,984207360,
31-05 14:34:07,21,78.750,0.250,0,0,1759088640,13192007680,41820160,1418289152,35593,2549651,0,0,43393024,984207360,
31-05 14:34:08,20.854,78.643,0.503,0,0,1761177600,13197434880,41820160,1410772992,35021,2140889,0,0,43393024,984207360,
31-05 14:34:09,22.444,74.314,1.247,1.995,0,1759539200,13198102528,41947136,1411616768,35778,2140644,0,31129600,43393024,984207360,
31-05 14:34:10,30.905,68.593,0.503,0,0,1761243136,13201829888,41947136,1406185472,32490,2388924,0,0,43393024,984207360,
31-05 14:34:11,22.556,76.942,0.501,0,0,1761071104,13201870848,41947136,1406316544,38629,2393211,0,0,43393024,984207360,
31-05 14:34:12,23.559,75.689,0.752,0,0,1759096832,13198557184,41947136,1411608576,27905,1811176,0,0,43393024,984207360,
31-05 14:34:13,22.055,77.444,0.501,0,0,1761034240,13191139328,41947136,1417093120,34796,2387340,0,0,43393024,984207360,
31-05 14:34:14,19,77,1.500,2.500,0,1760997376,13183672320,42074112,1424470016,31789,2059409,0,31113216,43393024,984207360,
31-05 14:34:15,17.706,81.546,0.748,0,0,1760129024,13186179072,42074112,1422831616,31274,1976335,0,0,43393024,984207360,
31-05 14:34:16,20.802,78.947,0.251,0,0,1760645120,13192331264,42078208,1416159232,31415,2058783,4096,53506048,43393024,984207360,
31-05 14:34:17,20.500,79.250,0.250,0,0,1760727040,13193453568,42078208,1414955008,36768,2387549,0,0,43393024,984207360,
31-05 14:34:18,20.551,78.947,0.501,0,0,1758625792,13191139328,42078208,1419374592,34712,2223952,0,0,43393024,984207360,
31-05 14:34:19,25.126,71.608,1.005,2.261,0,1759817728,13193785344,42205184,1415409664,35032,2305472,0,31145984,43393024,984207360,
31-05 14:34:20,21.250,78.250,0.500,0,0,1759895552,13196759040,42205184,1412358144,35488,2304606,0,0,43393024,984207360,
31-05 14:34:21,21.805,77.694,0.501,0,0,1759682560,13194334208,42205184,1414995968,32884,1981541,0,2314240,43393024,984207360,
31-05 14:34:22,20.551,78.947,0.501,0,0,1758806016,13188501504,42205184,1421705216,32698,2142256,0,0,43393024,984207360,
31-05 14:34:23,26.065,73.183,0.752,0,0,1761185792,13184516096,42205184,1423310848,36360,2387623,0,0,43393024,984207360,
31-05 14:34:24,19.549,76.190,0.752,3.509,0,1761542144,13186027520,42332160,1421316096,28326,1565747,0,31162368,43393024,984207360,
31-05 14:34:25,22.362,76.884,0.754,0,0,1761161216,13185540096,42332160,1422184448,37171,2552494,0,0,43393024,984207360,
31-05 14:34:26,19.750,80,0.250,0,0,1759137792,13187465216,42332160,1422282752,34747,1976154,0,0,43393024,984207360,
31-05 14:34:27,19.849,79.899,0.251,0,0,1759944704,13190459392,42332160,1418481664,29553,1976017,0,0,43393024,984207360,
31-05 14:34:28,21.303,78.195,0.501,0,0,1759899648,13190483968,42332160,1418502144,39306,2552816,0,0,43393024,984207360,
31-05 14:34:29,31.172,66.334,0.748,1.746,0,1760833536,13194215424,42459136,1413709824,39254,2552204,0,31100928,43393024,984207360,
31-05 14:34:30,29.925,69.077,0.998,0,0,1760137216,13200580608,42459136,1408040960,33168,1811606,4096,0,43393024,984207360,
31-05 14:34:31,27.820,71.930,0.251,0,0,1760153600,13203247104,42459136,1405362176,29333,2064840,0,0,43393024,984207360,
31-05 14:34:32,20.750,78.500,0.750,0,0,1758932992,13199978496,42459136,1409851392,37234,2223423,0,0,43393024,984207360,
31-05 14:34:33,22.980,76.768,0.253,0,0,1759657984,13197152256,42459136,1411952640,37239,2470233,0,0,43393024,984207360,
31-05 14:34:34,22.444,75.312,0.998,1.247,0,1760980992,13185970176,42586112,1421684736,38874,2470147,4096,31133696,43393024,984207360,
31-05 14:34:35,21.805,76.942,1.253,0,0,1761583104,13182435328,42586112,1424617472,33632,2305353,0,0,43393024,984207360,
31-05 14:34:36,20.802,78.947,0.251,0,0,1760342016,13173166080,42586112,1435127808,29263,1893338,0,0,43393024,984207360,
31-05 14:34:37,18,81.500,0.500,0,0,1760731136,13169135616,42586112,1438576640,30016,1811174,0,0,43393024,984207360,
31-05 14:34:38,20.854,78.643,0.503,0,0,1760632832,13169123328,42586112,1438687232,34830,2306457,0,0,43393024,984207360,
31-05 14:34:39,17.618,78.660,1.241,2.481,0,1759592448,13168906240,42713088,1439674368,27192,1728556,0,31064064,43393024,984207360,
31-05 14:34:40,15.617,83.627,0.756,0,0,1760636928,13160497152,42713088,1447038976,20457,1152822,0,0,43393024,984207360,
31-05 14:34:41,20.948,78.803,0.249,0,0,1761509376,13166280704,42713088,1440296960,28931,1898785,0,0,43393024,984207360,
31-05 14:34:42,15.578,84.422,0,0,0,1761419264,13169016832,42713088,1437650944,23657,1482029,0,0,43393024,984207360,
31-05 14:34:43,14.035,85.213,0.752,0,0,1758425088,13166178304,42721280,1443475456,18597,1070605,0,32768,43393024,984207360,
31-05 14:34:44,13.750,82.250,0.750,3.250,0,1761243136,13166288896,42848256,1440419840,17292,988067,0,31002624,43393024,984207360,
31-05 14:34:45,19.048,80.451,0.501,0,0,1761865728,13168353280,42848256,1437732864,33724,2058780,0,0,43393024,984207360,
31-05 14:34:46,21.500,78.250,0.250,0,0,1759006720,13160505344,42848256,1448439808,33650,2222465,0,0,43393024,984207360,
31-05 14:34:47,21.357,77.889,0.754,0,0,1759809536,13167464448,42848256,1440677888,39742,2626833,0,57389056,43393024,984207360,
31-05 14:34:48,19.799,79.449,0.752,0,0,1760477184,13163634688,42848256,1443840000,32213,1805171,0,12288,43393024,984207360,
31-05 14:34:49,21.106,75.879,0.754,2.261,0,1761632256,13176463360,42975232,1429729280,35902,2462062,0,30904320,43393024,984207360,
31-05 14:34:50,25.879,73.869,0.251,0,0,1762594816,13182775296,42975232,1422454784,37417,2468458,0,0,43393024,984207360,
31-05 14:34:51,22.250,77.500,0.250,0,0,1762115584,13179629568,42975232,1426079744,33733,1981357,0,0,43393024,984207360,
31-05 14:34:52,20.647,78.856,0.498,0,0,1761169408,13181800448,42975232,1424855040,25856,1730077,0,15933440,43393024,984207360,
31-05 14:34:53,21.357,78.643,0,0,0,1762336768,13190631424,42975232,1414856704,33620,2140050,0,0,43393024,984207360,
31-05 14:34:54,21.250,75.750,1,2,0,1762099200,13189627904,43102208,1415970816,30683,1976558,0,31125504,43393024,984207360,
31-05 14:34:55,21.357,77.889,0.754,0,0,1761628160,13190344704,43102208,1415725056,34706,2141708,0,0,43393024,984207360,
31-05 14:34:56,19.298,79.950,0.752,0,0,1759756288,13184835584,43102208,1423114240,32236,2141021,0,0,43393024,984207360,
31-05 14:34:57,21.500,78.250,0.250,0,0,1760710656,13178155008,43102208,1428840448,36531,2552076,0,0,43393024,984207360,
31-05 14:34:58,19.799,79.950,0.251,0,0,1760452608,13182820352,43102208,1424433152,38938,2471329,0,0,43393024,984207360,
31-05 14:34:59,22.864,74.121,0.754,2.261,0,1760927744,13181816832,43229184,1424838656,35953,2469881,0,31088640,43393024,984207360,
31-05 14:35:00,16.958,82.793,0.249,0,0,1761386496,13177757696,43229184,1428439040,26819,1646924,0,0,43393024,984207360,
31-05 14:35:01,19.451,80.050,0.499,0,0,1760538624,13180923904,43229184,1426120704,35659,2302927,0,0,43393024,984207360,
31-05 14:35:02,22.306,77.444,0.251,0,0,1761533952,13176266752,43229184,1429786624,37691,2461946,0,0,43393024,984207360,
31-05 14:35:03,21.250,78.750,0,0,0,1760661504,13170462720,43229184,1436463104,31145,1722995,0,0,43393024,984207360,
31-05 14:35:04,20.750,75.500,1,2.750,0,1760165888,13181140992,43356160,1426149376,35575,2218987,0,31088640,43393024,984207360,
31-05 14:35:05,21.250,78.500,0.250,0,0,1760645120,13184765952,43356160,1422049280,31661,2305372,0,0,43393024,984207360,
31-05 14:35:06,21.446,78.304,0.249,0,0,1760272384,13178007552,43356160,1429180416,30910,1646892,0,0,43393024,984207360,
31-05 14:35:07,19.549,79.699,0.752,0,0,1761415168,13180108800,43356160,1425936384,31529,2305424,0,0,43393024,984207360,
31-05 14:35:08,21.250,78.250,0.500,0,0,1761411072,13190033408,43356160,1416015872,34987,2305593,0,0,43393024,984207360,
31-05 14:35:09,16.332,79.146,1.005,3.518,0,1761091584,13186416640,43483136,1419821056,23934,1400001,0,31133696,43393024,984207360,
31-05 14:35:10,19.250,80.500,0.250,0,0,1760305152,13187149824,43483136,1419874304,31976,1893612,0,0,43393024,984207360,
31-05 14:35:11,29.146,70.603,0.251,0,0,1762701312,13193486336,43483136,1411149824,33616,2064421,0,0,43393024,984207360,
31-05 14:35:12,18,81.250,0.750,0,0,1760940032,13192806400,43483136,1413595136,31575,1976142,0,0,43393024,984207360,
31-05 14:35:13,20.301,79.198,0.501,0,0,1759399936,13189316608,43483136,1418625024,34873,2058291,0,0,43393024,984207360,
31-05 14:35:14,22.250,73.750,1,3,0,1761628160,13189017600,43610112,1416564736,36026,2388064,0,31109120,43393024,984207360,
31-05 14:35:15,18,81.750,0.250,0,0,1760735232,13187203072,43610112,1419272192,23970,1645994,0,0,43393024,984207360,
31-05 14:35:16,23.810,76.190,0,0,0,1761001472,13189701632,43610112,1416515584,36028,2388374,0,0,43393024,984207360,
31-05 14:35:17,20.698,79.052,0.249,0,0,1759813632,13190639616,43610112,1416765440,38465,2551882,0,0,43393024,984207360,
31-05 14:35:18,18.250,81.250,0.500,0,0,1762041856,13181526016,43610112,1423650816,28576,1647858,0,16384,43393024,984207360,
31-05 14:35:19,21.212,75.253,1.263,2.273,0,1761611776,13184835584,43737088,1420644352,35987,2387718,0,31109120,43393024,984207360,
31-05 14:35:20,21.750,78.250,0,0,0,1761628160,13189529600,43737088,1415938048,38689,2552770,0,0,43393024,984207360,
31-05 14:35:21,20.101,78.643,1.256,0,0,1760579584,13190901760,43737088,1415618560,35074,2310085,0,0,43393024,984207360,
31-05 14:35:22,21.053,78.446,0.501,0,0,1760075776,13193162752,43737088,1413869568,32584,2141463,0,0,43393024,984207360,
31-05 14:35:23,20.455,78.788,0.758,0,0,1761255424,13186359296,43737088,1419497472,34750,2140896,0,1794048,43393024,984207360,
31-05 14:35:24,19.451,77.057,0.998,2.494,0,1761775616,13187489792,43864064,1417723904,30656,1976093,0,31125504,43393024,984207360,
31-05 14:35:25,19.799,79.198,1.003,0,0,1759113216,13186953216,43864064,1420922880,30403,1976127,0,0,43393024,984207360,
31-05 14:35:26,22.750,76.750,0.500,0,0,1761759232,13180137472,43864064,1425092608,39331,2551637,0,0,43393024,984207360,
31-05 14:35:27,19.347,79.648,1.005,0,0,1761595392,13181251584,43864064,1424142336,29975,1976197,0,0,43393024,984207360,
31-05 14:35:28,21.250,78,0.750,0,0,1759174656,13183594496,43864064,1424220160,40298,2634595,0,0,43393024,984207360,
31-05 14:35:29,20.802,75.940,0.752,2.506,0,1761927168,13188018176,43991040,1416916992,38605,2551852,0,31088640,43393024,984207360,
31-05 14:35:30,18.797,80.451,0.752,0,0,1761398784,13180469248,43991040,1424998400,28653,1730454,0,0,43393024,984207360,
31-05 14:35:31,19.750,80,0.250,0,0,1760251904,13183135744,43991040,1423482880,30795,1981347,0,0,43393024,984207360,
31-05 14:35:32,21.357,78.392,0.251,0,0,1760317440,13180387328,43991040,1426169856,34746,2140882,0,0,43393024,984207360,
31-05 14:35:33,21,78,1,0,0,1759973376,13184106496,43991040,1422794752,32540,2305406,0,0,43393024,984207360,
31-05 14:35:34,23.426,73.804,1.008,1.763,0,1761734656,13193125888,44118016,1411887104,35229,2306923,4096,31100928,43393024,984207360,
31-05 14:35:35,20.698,79.052,0.249,0,0,1760301056,13191380992,44118016,1415065600,36548,2387313,0,0,43393024,984207360,
31-05 14:35:36,18.342,81.156,0.503,0,0,1762107392,13184458752,44118016,1420185600,30965,1894444,0,0,43393024,984207360,
31-05 14:35:37,20.551,78.947,0.501,0,0,1762934784,13188517888,44118016,1415299072,33947,2057775,0,0,43393024,984207360,
31-05 14:35:38,20.603,78.894,0.503,0,0,1761943552,13188079616,44118016,1416728576,35396,2470137,0,0,43393024,984207360,
31-05 14:35:39,16.667,78.856,1.244,3.234,0,1761329152,13190909952,44244992,1414389760,24919,1564796,0,31137792,43393024,984207360,
31-05 14:35:40,18.797,80.952,0.251,0,0,1760296960,13192060928,44244992,1414279168,29252,1729532,0,0,43393024,984207360,
31-05 14:35:41,19.799,79.699,0.501,0,0,1760505856,13189541888,44244992,1416597504,31055,2145104,0,0,43393024,984207360,
31-05 14:35:42,19,81,0,0,0,1759068160,13190000640,44244992,1417576448,31040,1894306,0,0,43393024,984207360,
31-05 14:35:43,18.136,81.360,0.504,0,0,1760448512,13189054464,44244992,1417150464,36085,2217256,0,0,43393024,984207360,
31-05 14:35:44,20.551,76.692,1.003,1.754,0,1762000896,13185232896,44371968,1419296768,36599,2380511,0,31137792,43393024,984207360,
31-05 14:35:45,20,79.750,0.250,0,0,1761157120,13186768896,44371968,1418604544,32704,2215675,0,0,43393024,984207360,
31-05 14:35:46,21.750,78,0.250,0,0,1762369536,13189009408,44371968,1415155712,35539,2300986,0,0,43393024,984207360,
31-05 14:35:47,20.301,78.947,0.752,0,0,1761746944,13186867200,44371968,1417924608,32798,2140994,0,0,43393024,984207360,
31-05 14:35:48,17.500,81.750,0.500,0.250,0,1760698368,13184512000,44371968,1421328384,20503,1153231,0,59183104,43393024,984207360,
31-05 14:35:49,22.556,73.935,0.752,2.757,0,1761124352,13183283200,44498944,1422004224,38744,2387630,0,31166464,43393024,984207360,
31-05 14:35:50,21.805,77.945,0.251,0,0,1761640448,13185638400,44507136,1419124736,34731,2306227,0,32768,43393024,984207360,
31-05 14:35:51,18.953,80.549,0.499,0,0,1759985664,13188558848,44507136,1417859072,31820,1981460,0,0,43393024,984207360,
31-05 14:35:52,19.395,80.101,0.504,0,0,1762140160,13188370432,44507136,1415897088,30666,2058159,0,0,43393024,984207360,
31-05 14:35:53,21.805,77.444,0.752,0,0,1760137216,13182099456,44507136,1424171008,37164,2470070,0,4964352,43393024,984207360,
31-05 14:35:54,16.583,80.905,0.754,1.759,0,1762091008,13179162624,44634112,1425027072,33364,1729649,0,31141888,43393024,984207360,
31-05 14:35:55,23,76.750,0.250,0,0,1760448512,13182812160,44634112,1423020032,35672,2552688,0,12288,43393024,984207360,
31-05 14:35:56,22.111,77.638,0.251,0,0,1762164736,13179355136,44634112,1424760832,40003,2470605,0,0,43393024,984207360,
31-05 14:35:57,22.195,77.307,0.499,0,0,1762136064,13183492096,44634112,1420652544,33550,2387800,4096,0,43393024,984207360,
31-05 14:35:58,23,76.500,0.500,0,0,1760215040,13176373248,44634112,1429692416,36605,2387298,0,0,43393024,984207360,
31-05 14:35:59,20.301,75.940,1.003,2.757,0,1760907264,13176315904,44761088,1428930560,37349,2470159,0,31100928,43393024,984207360,
31-05 14:36:00,19.500,80.250,0.250,0,0,1759563776,13177098240,44761088,1429491712,30173,1976227,0,0,43393024,984207360,
31-05 14:36:01,17.250,82.250,0.500,0,0,1759813632,13171200000,44761088,1435140096,27082,1734982,0,0,43393024,984207360,
31-05 14:36:02,21.053,78.446,0.501,0,0,1762533376,13180317696,44761088,1423302656,36435,2305609,0,0,43393024,984207360,
31-05 14:36:03,21.053,78.697,0.251,0,0,1760034816,13177262080,44761088,1428856832,34154,2222720,0,0,43393024,984207360,
31-05 14:36:04,19.950,76.060,1.496,2.494,0,1761058816,13175078912,44883968,1429893120,34593,2058354,0,31096832,43393024,984207360,
31-05 14:36:05,22.807,76.692,0.501,0,0,1760616448,13176922112,44883968,1428492288,38499,2800649,0,0,43393024,984207360,
31-05 14:36:06,21.053,78.697,0.251,0,0,1762197504,13174829056,44883968,1429004288,34076,2140046,0,0,43393024,984207360,
31-05 14:36:07,20.551,79.449,0,0,0,1761161216,13177909248,44883968,1426960384,34536,2141568,0,0,43393024,984207360,
31-05 14:36:08,20.101,79.146,0.754,0,0,1761193984,13178142720,44883968,1426694144,37473,2634893,0,0,43393024,984207360,
31-05 14:36:09,19.701,76.559,0.499,3.242,0,1762844672,13183586304,45010944,1419472896,31456,1729747,0,31051776,43393024,984207360,
31-05 14:36:10,19.750,80.250,0,0,0,1760571392,13188358144,45010944,1416974336,32341,2387423,0,0,43393024,984207360,
31-05 14:36:11,20.551,78.947,0.501,0,0,1760862208,13191995392,45010944,1413050368,35111,2220009,0,0,43393024,984207360,
31-05 14:36:12,21.859,77.387,0.754,0,0,1761415168,13186035712,45010944,1418457088,29944,2051446,0,0,43393024,984207360,
